대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,신구대장구분코드,신구대장구분코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),주용도코드,주용도코드명,기타용도,세대수(세대),가구수(가구),주건축물수,부속건축물수,부속건축물면적(㎡),총주차수,옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),옥내자주식면적(㎡),옥외자주식대수(대),옥외자주식면적(㎡),허가일,착공일,사용승인일,허가번호년,허가번호기관코드,허가번호기관코드명,허가번호구분코드,허가번호구분코드명,호수(호),에너지효율등급,에너지절감률,EPI점수,친환경건축물등급,친환경건축물인증점수,지능형건축물등급,지능형건축물인증점수,생성일자
서울특별시 성북구 종암동 79-247번지,11290,13500,0,0079,0247,100911205,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,0,0,0,100.59,0,100.59,100.59,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 종암동 79-249번지,11290,13500,0,0079,0249,10091340,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 종암로21가길 20-7 (종암동),,,,,0,112904121664,13501,0,20,7,0,125.33,0,194.19,187.58,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 종암동 80번지,11290,13500,0,0080,0000,10091435,2,집합,1,총괄표제부,1,신대장,서울특별시 성북구 종암로25길 30 (종암동),래미안 크리시엘,,,,2,112904121670,13501,0,30,0,47820.5,8285.83,17.33,155906.43,113931.77,238.25,02000,공동주택,"아파트,생활편익시설,유치원",1168,0,17,12,47858.21,1346,0,0,0,0,1207,40095.29,139,0,19990118,20000531,20040924,1999,3070087,도시개발과,2101,2101,0,,0,0,,0,,0,20220813
서울특별시 성북구 종암동 80-11번지,11290,13500,0,0080,0011,1009178,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 종암로25길 72 (종암동),,,,,0,112904121670,13501,0,72,,0,232.9,0,697.1,440.11,0,06000,종교시설,"문화및집회시설,주택",0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 종암동 82번지,11290,13500,0,0082,0000,100911206,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,190.34,0,190.34,190.34,0,01000,단독주택,"주택, 영업용",0,2,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 종암동 83-6번지,11290,13500,0,0083,0006,1009180,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 종암로21길 53 (종암동),,,,,0,112904121665,13501,0,53,,0,112,0,458.86,361.12,0,04000,제2종근린생활시설,제2종근린생활시설,0,2,1,1,3.36,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 종암동 99-39번지,11290,13500,0,0099,0039,1000000000000006574283,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 월곡로7길 72 (종암동),,,,,0,112904121472,13501,,72,,0,0,0,139.76,131.5,0,10000,교육연구시설,유치원,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20260115
서울특별시 성북구 종암동 100-5번지,11290,13500,0,0100,0005,100911208,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,486.15,0,486.15,486.15,0,17000,공장,"주택, 공장",0,2,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 종암동 104-1번지,11290,13500,0,0104,0001,100911195,2,집합,1,총괄표제부,1,신대장,서울특별시 성북구 종암로24가길 53 (종암동),종암에스케이아파트,,,,0,112904121668,13501,0,53,0,0,10879.29,25.78,143220.84,136778.43,369.24,02000,공동주택,공동주택(아파트),1320,0,8,0,0,1691,0,0,0,0,1323,0,368,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 종암동 104-5번지,11290,13500,0,0104,0005,10091911,2,집합,1,총괄표제부,1,신대장,서울특별시 성북구 종암로24가길 53 (종암동),,,,,0,112904121668,13501,0,53,,0,1415.88,0,16980.7,16935.7,0,02000,공동주택,"아파트, 의료시설(약국)",465,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 종암동 124-68번지,11290,13500,0,0124,0068,100911345,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 정릉로 454-8 (종암동),,,,,0,112903107014,13504,0,454,8,0,124.51,0,124.51,124.51,0,01000,단독주택,주택,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 종암동 128번지,11290,13500,0,0128,0000,100911196,2,집합,1,총괄표제부,0,구대장,서울특별시 성북구 북악산로29길 67 (종암동),극동아파트,,,,0,112904121238,13501,0,67,0,10805.3,2570.65,23.79,31113.405,29417.265,272.25,02000,공동주택,"공동주택(아파트), 부대복리시설",297,0,3,0,0,339,0,0,0,0,210,6880.07,129,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 종암동 130번지,11290,13500,0,0130,0000,10091432,2,집합,1,총괄표제부,1,신대장,서울특별시 성북구 종암로21길 127 (종암동),아이파크 종암동,,,,3,112904121665,13501,0,127,0,23498.4,4010.65,17.07,74607.86,52333.77,222.71,02000,공동주택,"아파트,생활편익시설",513,0,7,8,347.07,576,0,0,0,0,525,21904.97,51,0,20000105,20001005,20040924,1999,3070087,도시개발과,2101,2101,0,,0,0,,0,,0,20220813
서울특별시 성북구 종암동 131번지,11290,13500,0,0131,0000,100911142,2,집합,1,총괄표제부,1,신대장,서울특별시 성북구 종암로9길 71 (종암동),종암2차 아이파크,,,,0,112904121686,13501,0,71,0,34717.4,5994.94,17.27,115253.556,79100.26,227.84,02000,공동주택,공동주택(아파트),782,0,15,7,36059.27,917,0,0,0,0,888,35119.54,29,0,20011212,20021125,20060907,2001,3070087,도시개발과,2101,2101,0,,0,0,,0,,0,20220813
서울특별시 성북구 종암동 133번지,11290,13500,0,0133,0000,10091100196183,2,집합,1,총괄표제부,1,신대장,서울특별시 성북구 종암로23길 35 (종암동),래미안세레니티,,,,0,112904121667,13501,0,35,0,40828.4,6575.29,16.1,148630.45,102002.69,249.83,02000,공동주택,아파트,955,0,15,10,45621.7,1152,0,0,0,0,1141,42046.89,11,0,20051230,20061229,,2009,3070000,성북구,5810,5810,0,,0,0,,0,,0,20220813
서울특별시 성북구 종암동 133-1번지,11290,13500,0,0133,0001,10091100195970,2,집합,1,총괄표제부,1,신대장,서울특별시 성북구 종암로23길 35 (종암동),래미안종암2차,,,,0,112904121667,13501,0,35,0,5185.3,1071.04,20.65,17020.18,11677.46,225.2,02000,공동주택,아파트,206,0,2,4,5365.82,148,0,0,0,0,148,4766.74,0,0,20051230,20061229,20091029,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 종암동 134번지,11290,13500,0,0134,0000,10091100201287,2,집합,1,총괄표제부,1,신대장,서울특별시 성북구 종암로24가길 80 (종암동),래미안라센트,,,,0,112904121668,13501,0,80,0,40033.6,6268.06,15.66,129693.82,91180.92,227.76,02000,공동주택,아파트,837,0,10,6,38771.25,1011,0,0,0,0,1011,34712.74,0,0,20040320,20080418,,2010,3070000,성북구,5810,5810,0,,0,0,,0,,0,20220813
서울특별시 성북구 종암동 134-1번지,11290,13500,0,0134,0001,10091100201070,2,집합,1,총괄표제부,1,신대장,,래미안종암3차,,,,0,,,0,0,0,4916.3,1011.93,20.58,15600.4,9819.03,199.72,02000,공동주택,아파트,188,0,2,4,5976.67,165,0,0,0,0,132,5393.39,0,0,20040320,20080418,20110131,2010,3070000,성북구,5810,5810,0,,0,0,,0,,0,20230112
서울특별시 성북구 종암동 135번지,11290,13500,0,0135,0000,10091100209911,2,집합,1,총괄표제부,1,신대장,,종암2차 SK VIEW,,,,0,,,0,,,15970.1,3209.69,20.1,54555.5,39079.89,244.71,02000,공동주택,공동주택(아파트),393,0,7,7,15511.77,454,0,0,0,0,448,14282.46,6,0,20070725,20080826,20101029,2010,3070000,성북구,5810,5810,12,,0,0,,0,,0,20220813
서울특별시 성북구 종암동 산2번지,11290,13500,1,0002,0000,100911346,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,317.99,0,317.99,317.99,0,18000,창고시설,"주택, 창고, 사무실, 창고",0,2,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 종암동 산2-27번지,11290,13500,1,0002,0027,1009181,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,96.49,0,132.62,132.62,0,19000,위험물저장및처리시설,"제1종근린생활시설,위험물저장및처리시설",0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 종암동 산2-68번지,11290,13500,1,0002,0068,10091909,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,195.05,0,195.05,195.05,0,01000,단독주택,주택,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 종암동 산18번지,11290,13500,1,0018,0000,100911083,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,219.42,0,219.42,219.42,0,01000,단독주택,주택,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 6-2번지,11290,13600,0,0006,0002,100911322,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 장월로1길 79 (하월곡동),,,,,0,112904121514,13601,0,79,0,0,205.06,0,585.16,585.16,0,01000,단독주택,"주택, 점포",0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 7번지,11290,13600,0,0007,0000,100911323,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,173.51,0,173.51,173.51,0,01000,단독주택,"주택, 창고",0,2,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 11-11번지,11290,13600,0,0011,0011,10091100223125,1,일반,1,총괄표제부,1,신대장,,,,,,4,,,0,0,0,2551,1173.91,46.02,5099.62,3645.39,142.9,11000,노유자시설,노유자시설(사회복지시설),0,0,2,0,0,24,0,0,0,0,6,0,18,0,,20130703,,2013,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 15-23번지,11290,13600,0,0015,0023,100911327,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 월곡로18가길 26 (하월곡동),,,,,0,112904121463,13601,0,26,,0,82.22,0,423.2,309.2,0,03000,제1종근린생활시설,"근린생활시설, 주택",0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 22번지,11290,13600,0,0022,0000,10091100237774,1,일반,1,총괄표제부,1,신대장,,,,,,17,,,0,0,0,14783,5909.98,39.98,25615.53,14179.47,95.92,06000,종교시설,,0,0,7,0,0,196,0,0,0,0,196,6259.01,0,0,20071128,20071228,20170810,2007,3070123,건축과,1102,1102,0,,0,0,,0,,0,20231212
서울특별시 성북구 하월곡동 23-1번지,11290,13600,0,0023,0001,100911158,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 화랑로13길 60 (하월곡동),동덕여자대학교 제2캠퍼스,,,,34,112904121744,13601,,60,,54501,21394.93,39.26,112639.59,85009.17,155.98,10000,교육연구시설,대학교,0,0,16,1,18.3,171,0,0,0,0,69,0,102,0,,,,,,,,,0,,0,0,,0,,0,20230424
서울특별시 성북구 하월곡동 26-1번지,11290,13600,0,0026,0001,100911239,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 화랑로11길 37 (하월곡동),,,,,0,112904121742,13601,0,37,,0,103.49,0,127.21,101.23,0,03000,제1종근린생활시설,"근린생활시설, 주택",0,1,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20240310
서울특별시 성북구 하월곡동 29-121번지,11290,13600,0,0029,0121,10091363,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 화랑로9길 19-9 (하월곡동),,,,,0,112904121792,13601,0,19,9,145,80.99,55.86,106.22,106.22,73.26,01000,단독주택,단독주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 34-9번지,11290,13600,0,0034,0009,10091366,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,73.6,0,73.6,73.6,0,01000,단독주택,"주택, 근린생활시설",0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 34-13번지,11290,13600,0,0034,0013,100911328,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 월곡로14길 17-1 (하월곡동),,,,,0,112904121461,13601,0,17,1,0,73.57,0,197.02,131.32,0,01000,단독주택,"주택, 창고시설",0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 39-1번지,11290,13600,0,0039,0001,100911034,1,일반,1,총괄표제부,1,신대장,,한국과학기술연구원유치과학자,,,,2,,,0,0,0,271714,35947.52,13.23,133107.98,107558.79,39.51,10000,교육연구시설,연구소,0,0,21,0,0,904,0,0,0,0,311,3606.2,591,7129.14,,,,,,,,,0,,0,0,,0,,0,20260420
서울특별시 성북구 하월곡동 39-1번지,11290,13600,0,0039,0001,100911320,2,집합,1,총괄표제부,1,신대장,,하월곡동 39-1 교육연구시설,,,,2,,,,,,271714,37887.95,13.94,140180.78,113624.62,41.82,10000,교육연구시설,,0,0,3,1,0,906,0,0,2,0,311,0,591,0,,,,,,,,,0,,0,0,,0,,0,20230328
서울특별시 성북구 하월곡동 39-7번지,11290,13600,0,0039,0007,10091555,2,집합,1,총괄표제부,1,신대장,서울특별시 성북구 월곡로18길 22 (하월곡동),,,,,0,112904121464,13601,0,22,,0,468.9,0,1866.96,1406.7,0,02000,공동주택,연립주택(24세대),18,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 46-58번지,11290,13600,0,0046,0058,100911318,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 화랑로 67 (하월곡동),,,,,0,112903005046,13601,0,67,,0,224.96,0,392.27,392.27,0,03000,제1종근린생활시설,"공장, 근린생활시설",0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 51-25번지,11290,13600,0,0051,0025,10091100217799,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,115,68.76,59.79,107.35,100.34,87.25,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 54번지,11290,13600,0,0054,0000,100911313,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,112.39,0,112.39,112.39,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 60-20번지,11290,13600,0,0060,0020,10091100231293,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,0,0,81.97,81.97,0,03000,제1종근린생활시설,근린생활시설,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 64번지,11290,13600,0,0064,0000,10091556,2,집합,1,총괄표제부,1,신대장,서울특별시 성북구 오패산로4길 18 (하월곡동),,,,,0,112904121444,13601,0,18,,0,1605.12,0,5852.4,4398.48,0,02000,공동주택,연립주택,66,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 67-10번지,11290,13600,0,0067,0010,100911314,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,0,0,0,607.91,0,2884.66,2292.28,0,14000,업무시설,"근린생활시설, 업무시설, 주택, 위험물취급소, 점포",0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 67-52번지,11290,13600,0,0067,0052,100911315,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,284.96,0,284.96,284.96,0,18000,창고시설,"주택, 창고, 공장",0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 70-4번지,11290,13600,0,0070,0004,10091557,2,집합,1,총괄표제부,1,신대장,서울특별시 성북구 오패산로 47 (하월곡동),,,,,0,112903005044,13601,0,47,,0,1165.86,0,6895.8,5829.3,0,02000,공동주택,아파트(90세대),90,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 73번지,11290,13600,0,0073,0000,100911317,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,115.43,0,115.43,115.43,0,01000,단독주택,주택,0,2,2,1,4.79,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 73-62번지,11290,13600,0,0073,0062,10091100231193,2,집합,1,총괄표제부,1,신대장,,드림앤하우스,,,,3,,,0,0,0,724,434.28,59.98,1644.18,1319.58,182.26,02000,공동주택,도시형생활주택(단지형다세대/30세대),30,0,2,0,0,24,0,0,0,0,15,584.2,9,92.5,20150807,20150810,20160517,2015,3070211,건축과,1101,1101,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 74-2번지,11290,13600,0,0074,0002,1000000000000000118606,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 오패산로13길 34 (하월곡동),,,,,0,112904121434,13601,0,34,,428,228.16,53.31,563.98,563.98,131.77,18000,창고시설,창고시설(일반창고),0,0,2,0,0,3,0,0,0,0,0,0,3,0,20211013,20211213,20220804,,,,,,5,,0,0,,0,,0,20220923
서울특별시 성북구 하월곡동 77-235번지,11290,13600,0,0077,0235,100911241,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,117.72,0,177.58,117.72,0,01000,단독주택,"주택, 근린생활시설",0,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 80-2번지,11290,13600,0,0080,0002,10091100227593,1,일반,1,총괄표제부,1,신대장,,여의도순복음교회성북성전,,,,0,,,0,0,0,6095,2531.9,41.54,9812.79,6419.54,105.32,06000,종교시설,"종교시설<교회>,노유자시설, 제2종근린생활시설",0,0,3,1,10.89,83,0,0,0,0,52,0,31,0,,,,,,,,,0,,0,0,,0,,0,20251208
서울특별시 성북구 하월곡동 81-49번지,11290,13600,0,0081,0049,10091370,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 오패산로17길 21-20 (하월곡동),,,,,0,112904121437,13601,0,21,20,0,56.85,0,169.88,169.88,0,01000,단독주택,"근린생활시설, 주택",0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 81-281번지,11290,13600,0,0081,0281,100917,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 오패산로19길 40 (하월곡동),,,,,0,112904121438,13601,0,40,0,164.5,85.13,51.75,335.72,251.79,153.06,01000,단독주택,"단독주택,근린생활시설",0,3,1,0,0,0,0,0,0,0,0,0,0,0,20021021,,20021104,2002,3070088,건축과,1207,1207,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 81-330번지,11290,13600,0,0081,0330,100911392,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 오패산로19길 9 (하월곡동),,,,,0,112904121438,13601,0,9,0,0,53.61,0,96.51,96.51,0,01000,단독주택,"근린생활시설, 주택",0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 81-356번지,11290,13600,0,0081,0356,100911242,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,0,0,4851.79,2286.14,47.12,5922.71,5922.71,122.07,07000,판매시설,"업무시설,근린생활시설,자동차관련시설",0,0,4,0,0,52,0,0,0,0,31,1191.11,21,218.5,,,,,,,,,0,,0,0,,0,,0,20251209
서울특별시 성북구 하월곡동 81-447번지,11290,13600,0,0081,0447,100912,2,집합,1,총괄표제부,1,신대장,서울특별시 성북구 월계로 28-12 (하월곡동),하월곡동 다세대주택,,,,0,112903107018,13601,0,28,12,136,78.54,57.75,277.66,277.66,204.16,02000,공동주택,다세대 주택,4,0,1,0,0,3,3,0,0,0,0,0,0,0,20020702,20020716,20021011,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 82-94번지,11290,13600,0,0082,0094,1000000000000006487378,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 오패산로3길 94 (하월곡동),,,,,0,112904121443,13601,0,94,,0,0,0,358.8,257.93,0,03000,제1종근린생활시설,"근린생활시설,주택",0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20250916
서울특별시 성북구 하월곡동 82-213번지,11290,13600,0,0082,0213,100911394,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 오패산로17길 28-10 (하월곡동),,,,,0,112904121437,13601,0,28,10,0,122.8,0,209.71,163.25,0,01000,단독주택,"다가구용단독주택(3가구), 주택",0,5,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 82-228번지,11290,13600,0,0082,0228,10091469,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,130.57,0,130.57,130.57,0,03000,제1종근린생활시설,"근린생활시설, 주택",0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 84-9번지,11290,13600,0,0084,0009,100911395,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 월계로8길 17 (하월곡동),,,,,0,112904121457,13601,0,17,0,0,46.95,0,62.16,62.16,0,01000,단독주택,"주택, 근린생활시설",0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 84-25번지,11290,13600,0,0084,0025,100911243,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 오패산로3길 117 (하월곡동),,,,,0,112904121443,13601,0,117,0,0,33.34,0,100.02,66.68,0,01000,단독주택,주택,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 84-61번지,11290,13600,0,0084,0061,10091100234508,2,집합,1,총괄표제부,1,신대장,,,,,,0,,,0,0,0,965.1,482.32,49.98,1984.97,1984.97,205.68,02000,공동주택,공동주택(도시형생활주택(단지형다세대)),29,0,3,0,0,25,0,0,0,0,0,0,25,0,20160718,20160721,20170106,2016,3070211,건축과,1101,1101,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 84-86번지,11290,13600,0,0084,0086,10091100182996,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 종암로40길 30 (하월곡동),서울숭곡초등학교,,,,1,112904121681,13601,0,30,0,11027,3029.85,27.48,9591.99,9227.76,83.69,Z8000,교육연구및복지시설,교육연구및복지시설,0,0,1,3,91.92,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20260408
서울특별시 성북구 하월곡동 87-1번지,11290,13600,0,0087,0001,10091100205075,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 종암로 208 (하월곡동),숭곡중학교,,,,2,112903005036,13602,0,208,0,11783,3519.25,29.87,13395.17,12873.61,109.26,10000,교육연구시설,"교육연구시설(중학교,지원센터)",0,0,2,0,0,67,0,0,0,0,0,0,67,800,20091001,20091020,20110302,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 88-20번지,11290,13600,0,0088,0020,100911397,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 동소문로 290 (하월곡동),,,,,0,112903107003,13612,0,290,0,0,193.42,0,354.23,354.23,0,03000,제1종근린생활시설,"제2종근린생활시설(게임제공업소), 주택, 물치, 점포",0,1,3,1,7.97,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 88-31번지,11290,13600,0,0088,0031,10091471,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 동소문로 286 (하월곡동),,,,,0,112903107003,13612,0,286,,0,116.7,0,339.42,339.42,0,03000,제1종근린생활시설,"근린생활시설, 주택",0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 88-224번지,11290,13600,0,0088,0224,100911246,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,54.64,0,54.64,54.64,0,03000,제1종근린생활시설,"주택, 점포",0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 88-384번지,11290,13600,0,0088,0384,100911108,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 종암로 199 (하월곡동),하월곡동 의료시설,,,,2,112903005036,13602,0,199,,1600,882.93,55.18,2451.2,2285.12,142.82,09000,의료시설,"의료시설,장례식장",0,0,1,0,0,29,0,0,0,0,21,241.5,8,92,20050216,20040403,20051004,2005,3070088,건축과,1103,1103,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 88-747번지,11290,13600,0,0088,0747,10091100264831,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 동소문로 304 (하월곡동),동서요양병원,,,,3,112903107003,13612,0,304,0,1544.6,785.87,50.88,5677.56,4544.55,294.22,09000,의료시설,의료시설(요양병원),0,0,2,0,0,37,36,0,0,0,1,0,0,0,,,,2018,3070211,건축과,1102,1102,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 90번지,11290,13600,0,0090,0000,100911247,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,155.38,0,155.38,155.38,0,01000,단독주택,"주택, 공장, 창고",0,1,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 하월곡동 90-1번지,11290,13600,0,0090,0001,100911404,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 종암로 196 (하월곡동),서울도시과학기술고등학교,,,,5,112903005036,13602,0,196,,25039,7058.28,28.19,29979.67,27354.86,109.25,10000,교육연구시설,교육연구시설 및 복지시설,0,0,7,6,151.37,85,0,0,0,0,0,0,85,0,,,,,,,,,0,,0,0,,0,,0,20221024
서울특별시 성북구 하월곡동 90-269번지,11290,13600,0,0090,0269,100911408,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,206.61,0,206.61,206.61,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
